date,time,Cloud Coverage (%),Temperature (Fahrenheit),Wind speed (mph),rain (inches),relative humidity (%),visibility (miles),cherry,bonus,count,busy
1/16/25,18:00:00,72,31.64,1.34,0,62,9.94,0,0,,
1/16/25,19:00:00,76,31.64,7.16,0,62,9.94,0,0,,
1/16/25,20:00:00,72,32,4.7,0,60,9.94,0,0,,
1/16/25,21:00:00,74,31.82,1.92,0,67,9.94,0,0,,
1/16/25,22:00:00,74,30.74,0.87,0.04,86,9.94,0,0,,
1/16/25,23:00:00,76,30.56,8.05,0.05,92,9.94,0,0,,
1/17/25,0:00:00,74,30.56,1.23,0.07,94,9.94,0,0,,
1/17/25,1:00:00,80,30.56,1.9,0.01,96,6.21,0,0,,
1/17/25,2:00:00,78,30.92,0.85,0.02,96,9.94,0,0,,
1/17/25,3:00:00,77,31.28,1.5,0.02,95,9.94,0,0,,
1/17/25,4:00:00,76,31.64,1.52,0,94,9.94,0,0,,
1/17/25,5:00:00,80,31.46,1.05,0,97,9.94,0,0,,
1/17/25,6:00:00,75,31.46,0.89,0,96,9.94,0,0,,
1/17/25,7:00:00,79,31.64,2.04,0,96,9.94,0,0,,
1/17/25,8:00:00,77,32,1.32,0.01,96,9.94,0,0,,
1/17/25,9:00:00,86,32.54,4.03,0.07,97,6.21,0,0,,
1/17/25,10:00:00,88,32.9,8.95,0.11,98,9.94,0,0,,
1/17/25,11:00:00,89,32.9,6.26,0.06,97,6.21,0,0,,
1/17/25,12:00:00,94,35.24,4,0,97,9.94,0,0,,
1/17/25,13:00:00,88,34.16,3.2,0,97,9.94,0,0,,
1/17/25,14:00:00,75,34.16,5.37,0.01,98,6.21,0,0,,
1/17/25,15:00:00,67,34.16,1.79,0.06,97,6.21,0,0,,
1/17/25,16:00:00,72,33.98,1.79,0.01,97,9.94,0,0,,
1/17/25,17:00:00,80,33.44,1.48,0.02,99,6.21,0,0,,
1/17/25,18:00:00,82,33.44,0.11,0.07,98,9.94,0,0,,
1/17/25,19:00:00,75,33.26,0.85,0.08,99,9.94,0,0,,
1/17/25,20:00:00,74,34.16,1.36,0,96,9.94,0,0,,
1/17/25,21:00:00,62,34.34,1.28,0,97,9.94,0,0,,
1/17/25,22:00:00,76,33.98,2.75,0,96,9.94,0,0,,
1/17/25,23:00:00,69,33.44,1.12,0,97,9.94,0,0,,
1/18/25,0:00:00,60,33.26,3.11,0,97,9.94,0,0,,
1/18/25,1:00:00,70,33.26,1.7,0,97,6.21,0,0,,
1/18/25,2:00:00,69,33.44,0.78,0,97,6.21,0,0,,
1/18/25,3:00:00,59,33.44,2.93,0,96,6.21,0,0,,
1/18/25,4:00:00,67,32.9,1.72,0,95,6.21,0,0,,
1/18/25,5:00:00,73,33.44,3.71,0,94,6.21,0,0,,
1/18/25,6:00:00,78,33.26,4.03,0.01,94,9.94,0,0,,
1/18/25,7:00:00,81,33.62,2.91,0.07,95,6.21,0,0,,
1/18/25,8:00:00,93,33.98,8.05,0.11,94,9.94,0,0,,
1/18/25,9:00:00,93,34.52,1.54,0.07,96,9.94,0,0,,
1/18/25,10:00:00,91,35.42,4.07,0.07,94,9.94,0,0,,
1/18/25,11:00:00,97,36.68,3.49,0.05,92,9.94,0,0,,
1/18/25,12:00:00,91,37.22,0.09,0.01,95,9.94,0,0,,
1/18/25,13:00:00,90,36.68,9.84,0.02,95,9.94,0,0,,
1/18/25,14:00:00,90,37.58,0.74,0.01,93,9.94,0,0,,
1/18/25,15:00:00,90,37.58,0.4,0.03,93,9.94,0,0,,
1/18/25,16:00:00,84,36.32,8.95,0.02,94,6.21,0,0,,
1/18/25,17:00:00,69,35.6,8.05,0.03,92,9.94,0,0,,
1/18/25,18:00:00,68,35.6,0.36,0.02,90,9.94,0,0,,
1/18/25,19:00:00,64,35.78,0.09,0.01,89,9.94,0,0,,
1/18/25,20:00:00,61,35.78,10.74,0,91,9.94,0,0,,
1/18/25,21:00:00,64,35.06,10.74,0,95,9.94,0,0,,
1/18/25,22:00:00,67,34.88,10.74,0,94,9.94,0,0,,
1/18/25,23:00:00,71,35.96,10.74,0.03,91,9.94,0,0,,
1/19/25,0:00:00,68,36.5,9.84,0.02,92,9.94,0,0,,
1/19/25,1:00:00,70,36.86,8.95,0,89,9.94,0,0,,
1/19/25,2:00:00,72,37.4,8.95,0,87,6.21,0,0,,
1/19/25,3:00:00,71,37.22,8.05,0,88,9.94,0,0,,
1/19/25,4:00:00,71,37.04,0.87,0,86,9.94,0,0,,
1/19/25,5:00:00,68,36.68,0.85,0,87,9.94,0,0,,
1/19/25,6:00:00,73,36.32,1.59,0,89,9.94,0,0,,
1/19/25,7:00:00,71,36.68,3.06,0,87,9.94,0,0,,
1/19/25,8:00:00,69,36.14,1.83,0,88,9.94,0,0,,
1/19/25,9:00:00,79,35.6,3.31,0,93,9.94,0,0,,
1/19/25,10:00:00,73,36.86,0.36,0,89,9.94,0,0,,
1/19/25,11:00:00,93,39.2,3.47,0,88,9.94,0,0,,
1/19/25,12:00:00,77,41.54,1.74,0,88,9.94,0,0,,
1/19/25,13:00:00,78,44.06,7.16,0,81,9.94,0,0,,
1/19/25,14:00:00,78,44.06,1.59,0,86,9.94,0,0,,
1/19/25,15:00:00,80,42.44,2.04,0.02,89,9.94,0,0,,
1/19/25,16:00:00,73,42.8,5.37,0,85,9.94,0,0,,
1/19/25,17:00:00,69,41.9,1.41,0,86,9.94,0,0,,
1/19/25,18:00:00,65,39.74,1.25,0,88,9.94,0,0,,
1/19/25,19:00:00,62,38.3,1.39,0,88,6.21,0,0,,
1/19/25,20:00:00,78,38.3,5.37,0,91,9.94,0,0,,
1/19/25,21:00:00,76,38.3,0.98,0,90,9.94,0,0,,
1/19/25,22:00:00,72,36.32,3.04,0,91,9.94,0,0,,
1/19/25,23:00:00,63,35.42,2.35,0,93,9.94,0,0,,
1/20/25,0:00:00,66,36.32,0.11,0,90,9.94,0,0,,
1/20/25,1:00:00,95,36.5,1.05,0,89,9.94,0,0,,
1/20/25,2:00:00,72,36.14,4.25,0,89,9.94,0,0,,
1/20/25,3:00:00,65,37.04,6.26,0,87,9.94,0,0,,
1/20/25,4:00:00,60,36.14,5.37,0,91,9.94,0,0,,
1/20/25,5:00:00,52,35.42,1.25,0,92,9.94,0,0,,
1/20/25,6:00:00,56,35.6,1.23,0,91,9.94,0,0,,
1/20/25,7:00:00,52,37.04,1.74,0,86,9.94,0,0,,
1/20/25,8:00:00,70,36.14,3.31,0,92,9.94,0,0,,
1/20/25,9:00:00,51,35.78,3.31,0,96,6.21,0,0,,
1/20/25,10:00:00,69,37.04,0.81,0,96,9.94,0,0,,
1/20/25,11:00:00,93,39.56,1.92,0,94,9.94,0,0,,
1/20/25,12:00:00,66,44.24,3.58,0,81,9.94,0,0,,
1/20/25,13:00:00,70,46.58,1.9,0,79,9.94,0,0,,
1/20/25,14:00:00,41,48.02,0.63,0,80,9.94,0,0,,
1/20/25,15:00:00,68,48.92,2.68,0,78,9.94,0,0,,
1/20/25,16:00:00,0,48.02,1.79,0,75,9.94,0,0,,
1/20/25,17:00:00,42,44.42,2.68,0,85,9.94,0,0,,
1/20/25,18:00:00,68,43.16,5.37,0,90,9.94,0,0,,
1/20/25,19:00:00,70,42.26,6.26,0,92,6.21,0,0,,
1/20/25,20:00:00,69,42.08,0.85,0.02,94,9.94,0,0,,
1/20/25,21:00:00,73,41.9,8.05,0.01,94,9.94,0,0,,
1/20/25,22:00:00,73,41.54,8.05,0.1,96,9.94,0,0,,
1/20/25,23:00:00,75,41.18,8.95,0.1,97,9.94,0,0,,
1/21/25,0:00:00,78,40.82,8.95,0.12,98,9.94,0,0,,
1/21/25,1:00:00,77,41,8.95,0.07,97,9.94,0,0,,
1/21/25,2:00:00,81,41,9.84,0.03,98,9.94,0,0,,
1/21/25,3:00:00,72,41.18,10.74,0.01,95,9.94,0,0,,
1/21/25,4:00:00,70,41.18,10.74,0.03,97,9.94,0,0,,
1/21/25,5:00:00,76,41.36,10.74,0.02,96,9.94,0,0,,
1/21/25,6:00:00,76,41.72,9.84,0.03,97,9.94,0,0,,
1/21/25,7:00:00,74,41.72,9.84,0.1,96,9.94,0,0,,
1/21/25,8:00:00,77,41.9,9.84,0,94,9.94,0,0,,
1/21/25,9:00:00,82,42.44,8.95,0,92,9.94,0,0,,
1/21/25,10:00:00,81,43.52,8.05,0.01,92,9.94,0,0,,
1/21/25,11:00:00,72,44.6,0.56,0.01,91,6.21,0,0,,
1/21/25,12:00:00,76,45.86,2.48,0.08,93,9.94,0,0,,
1/21/25,13:00:00,87,45.5,0.13,0.02,93,9.94,0,0,,
1/21/25,14:00:00,88,45.5,9.84,0,95,9.94,0,0,,
1/21/25,15:00:00,85,45.5,0.47,0.01,95,9.94,0,0,,
1/21/25,16:00:00,83,45.86,8.95,0.05,95,6.21,0,0,,
1/21/25,17:00:00,79,44.6,9.84,0.07,97,9.94,0,0,,
1/21/25,18:00:00,67,43.88,8.95,0.11,97,6.21,0,0,,
1/21/25,19:00:00,77,43.52,0.02,0.02,94,9.94,0,0,,
1/21/25,20:00:00,77,43.52,9.84,0.06,93,9.94,0,0,,
1/21/25,21:00:00,81,43.16,0.34,0.03,91,9.94,0,0,,
1/21/25,22:00:00,79,43.34,1.48,0.05,93,9.94,0,0,,
1/21/25,23:00:00,80,42.98,8.95,0.05,94,9.94,0,0,,
1/22/25,0:00:00,82,42.62,8.95,0.07,95,9.94,0,0,,
1/22/25,1:00:00,75,42.62,8.05,0.02,95,9.94,0,0,,
1/22/25,2:00:00,77,42.44,0.27,0.08,95,6.21,0,0,,
1/22/25,3:00:00,77,42.26,0.09,0.04,95,9.94,0,0,,
1/22/25,4:00:00,81,42.44,8.95,0.05,96,9.94,0,0,,
1/22/25,5:00:00,80,43.16,1.45,0.02,94,9.94,0,0,,
1/22/25,6:00:00,83,43.34,8.05,0,95,9.94,0,0,,
1/22/25,7:00:00,81,43.7,8.05,0.02,96,9.94,0,0,,
1/22/25,8:00:00,76,43.16,8.05,0.02,96,6.21,0,0,,
1/22/25,9:00:00,75,43.16,8.05,0.01,99,9.94,0,0,,
1/22/25,10:00:00,81,44.6,0.87,0.01,97,9.94,0,0,,
1/22/25,11:00:00,100,44.42,2.01,0.05,100,9.94,0,0,,
1/22/25,12:00:00,80,45.68,1.83,0.1,99,9.94,0,0,,
1/22/25,13:00:00,82,46.4,3.78,0.06,98,9.94,0,0,,
1/22/25,14:00:00,84,48.02,6.51,0.09,96,9.94,0,0,,
1/22/25,15:00:00,92,48.38,8.66,0.01,97,9.94,0,0,,
1/22/25,16:00:00,90,49.28,6.31,0,95,9.94,0,0,,
1/22/25,17:00:00,79,48.2,2.93,0,98,9.94,0,0,,
1/22/25,18:00:00,57,47.66,4.54,0,97,9.94,0,0,,
1/22/25,19:00:00,68,47.84,0.29,0,96,9.94,0,0,,
1/22/25,20:00:00,65,47.66,0.76,0,97,9.94,0,0,,
1/22/25,21:00:00,70,47.66,2.42,0,97,9.94,0,0,,
1/22/25,22:00:00,73,47.66,1.7,0,96,9.94,0,0,,
1/22/25,23:00:00,67,47.12,0.16,0,97,9.94,0,0,,
1/23/25,0:00:00,64,47.3,2.82,0,96,9.94,0,0,,
1/23/25,1:00:00,79,46.94,2.19,0.02,95,9.94,0,0,,
1/23/25,2:00:00,85,46.04,0.25,0.02,95,9.94,0,0,,
1/23/25,3:00:00,89,46.22,8.95,0,96,9.94,0,0,,
1/23/25,4:00:00,79,46.04,0.34,0,95,9.94,0,0,,
1/23/25,5:00:00,79,45.5,1.66,0,95,9.94,0,0,,
1/23/25,6:00:00,77,46.04,4.03,0,96,6.21,0,0,,
1/23/25,7:00:00,82,45.5,2.86,0,96,9.94,0,0,,
1/23/25,8:00:00,82,45.5,3.6,0,96,9.94,0,0,,
1/23/25,9:00:00,90,46.58,5.84,0,96,9.94,0,0,,
1/23/25,10:00:00,60,47.66,6.35,0,95,9.94,0,0,,
1/23/25,11:00:00,100,49.28,7.23,0,93,9.94,0,0,,
1/23/25,12:00:00,0,50.72,8.79,0,87,9.94,0,0,,
1/23/25,13:00:00,0,51.98,5.1,0,84,9.94,0,0,,
1/23/25,14:00:00,0,52.7,3.04,0,82,9.94,0,0,,
1/23/25,15:00:00,0,52.34,6.2,0,82,9.94,0,0,,
1/23/25,16:00:00,74,50.9,3.4,0,84,9.94,0,0,,
1/23/25,17:00:00,71,48.56,2.19,0,91,9.94,0,0,,
1/23/25,18:00:00,57,46.58,1.63,0,92,9.94,0,0,,
1/23/25,19:00:00,74,45.68,0.85,0,91,9.94,0,0,,
1/23/25,20:00:00,28,45.14,1.3,0,92,9.94,0,0,,
1/23/25,21:00:00,89,45.14,0.54,0,95,9.94,0,0,,
1/23/25,22:00:00,46,43.52,7.16,0,94,9.94,0,0,,
1/23/25,23:00:00,22,42.26,0.87,0,96,6.21,0,0,,
1/24/25,0:00:00,67,41.72,6.26,0,94,9.94,0,0,,
1/24/25,1:00:00,87,41.36,5.37,0,94,9.94,0,0,,
1/24/25,2:00:00,91,41.36,0.51,0,93,9.94,0,0,,
1/24/25,3:00:00,91,41.18,0.72,0,94,9.94,0,0,,
1/24/25,4:00:00,88,41.36,8.05,0,93,6.21,0,0,,
1/24/25,5:00:00,84,41.9,8.95,0.05,94,9.94,0,0,,
1/24/25,6:00:00,89,42.44,3.78,0.09,94,9.94,0,0,,
1/24/25,7:00:00,91,42.8,8.95,0.16,93,6.21,0,0,,
1/24/25,8:00:00,87,42.8,8.05,0.04,93,9.94,0,0,,
1/24/25,9:00:00,86,42.62,8.05,0,94,9.94,0,0,,
1/24/25,10:00:00,87,43.34,8.95,0,96,9.94,0,0,,
1/24/25,11:00:00,100,44.6,9.84,0,95,6.21,0,0,,
1/24/25,12:00:00,89,44.78,2.46,0.04,93,6.21,0,0,,
1/24/25,13:00:00,74,46.58,2.86,0,93,6.21,0,0,,
1/24/25,14:00:00,66,47.66,6.13,0.01,95,9.94,0,0,,
1/24/25,15:00:00,57,49.28,5.5,0.03,93,6.21,0,0,,
1/24/25,16:00:00,77,49.1,2.55,0.02,94,6.21,0,0,,
1/24/25,17:00:00,85,48.56,0.85,0.02,95,6.21,0,0,,
1/24/25,18:00:00,70,48.38,2.53,0,96,9.94,0,0,,
1/24/25,19:00:00,0,46.94,10.36,0,96,9.94,0,0,,
1/24/25,20:00:00,100,46.04,10.36,0,95,9.94,0,0,,
1/24/25,21:00:00,0,44.96,9.22,0.01,93,9.94,0,0,,
1/24/25,22:00:00,100,44.96,10.36,0.02,94,9.94,0,0,,
1/24/25,23:00:00,100,44.96,10.36,0,95,9.94,0,0,,
1/25/25,0:00:00,0,44.96,6.91,0,94,9.94,0,0,,
1/25/25,1:00:00,21,42.98,8.95,0,94,9.94,0,0,,
1/25/25,2:00:00,63,42.08,0.2,0.03,94,9.94,0,0,,
1/25/25,3:00:00,34,42.44,10.74,0.02,90,9.94,0,0,,
1/25/25,4:00:00,72,42.8,11.63,0,94,9.94,0,0,,
1/25/25,5:00:00,74,43.34,12.53,0.05,94,9.94,0,0,,
1/25/25,6:00:00,76,43.7,1.28,0.11,95,9.94,0,0,,
1/25/25,7:00:00,75,43.34,1.83,0,97,9.94,0,0,,
1/25/25,8:00:00,70,43.34,12.53,0,96,9.94,0,0,,
1/25/25,9:00:00,80,44.24,11.63,0,93,9.94,0,0,,
1/25/25,10:00:00,90,45.5,11.63,0,92,9.94,0,0,,
1/25/25,11:00:00,77,47.12,1.01,0,88,9.94,0,0,,
1/25/25,12:00:00,89,48.74,4.7,0,87,9.94,0,0,,
1/25/25,13:00:00,93,49.1,3.06,0,88,6.21,0,0,,
1/25/25,14:00:00,95,49.46,2.3,0.01,88,9.94,0,0,,
1/25/25,15:00:00,95,49.46,3.58,0,89,9.94,0,0,,
1/25/25,16:00:00,100,49.46,0.2,0,91,9.94,0,0,,
1/25/25,17:00:00,88,48.74,11.63,0,91,9.94,0,0,,
1/25/25,18:00:00,83,48.38,2.89,0,90,9.94,0,0,,
1/25/25,19:00:00,77,48.02,2.1,0,91,9.94,0,0,,
1/25/25,20:00:00,72,48.2,10.74,0,91,6.21,0,0,,
1/25/25,21:00:00,69,47.3,1.34,0.06,95,6.21,0,0,,
1/25/25,22:00:00,81,46.94,2.95,0.01,96,9.94,0,0,,
1/25/25,23:00:00,62,46.76,2.21,0,95,9.94,0,0,,
1/26/25,0:00:00,60,46.22,0.45,0,95,9.94,0,0,,
1/26/25,1:00:00,69,45.32,0.27,0,95,9.94,0,0,,
1/26/25,2:00:00,84,44.24,0.6,0,95,9.94,0,0,,
1/26/25,3:00:00,91,43.7,8.05,0,93,9.94,0,0,,
1/26/25,4:00:00,89,43.52,0.09,0,94,9.94,0,0,,
1/26/25,5:00:00,89,43.34,6.26,0,94,9.94,0,0,,
1/26/25,6:00:00,81,43.52,0.07,0,93,9.94,0,0,,
1/26/25,7:00:00,70,43.7,0.94,0,93,9.94,0,0,,
1/26/25,8:00:00,72,43.88,2.55,0,92,9.94,0,0,,
1/26/25,9:00:00,70,44.42,0.09,0,93,9.94,0,0,,
1/26/25,10:00:00,68,46.4,0.4,0,89,9.94,0,0,,
1/26/25,11:00:00,100,47.12,2.26,0,84,9.94,0,0,,
1/26/25,12:00:00,68,48.38,2.93,0,84,9.94,0,0,,
1/26/25,13:00:00,53,50.18,2.86,0,79,9.94,0,0,,
1/26/25,14:00:00,73,51.8,1.68,0,76,9.94,0,0,,
1/26/25,15:00:00,80,51.26,1.66,0,81,9.94,0,0,,
1/26/25,16:00:00,84,50.9,1.12,0.02,84,9.94,0,0,,
1/26/25,17:00:00,87,50.18,0.76,0.01,83,6.21,0,0,,
1/26/25,18:00:00,94,48.74,0.76,0.03,91,9.94,0,0,,
1/26/25,19:00:00,88,47.3,0.58,0.1,94,6.21,0,0,,
1/26/25,20:00:00,87,46.94,9.84,0.03,98,9.94,0,0,,
1/26/25,21:00:00,78,47.12,2.68,0,96,6.21,0,0,,
1/26/25,22:00:00,75,47.12,4.65,0,97,6.21,0,0,,
1/26/25,23:00:00,69,48.02,2.04,0,96,9.94,0,0,,
1/27/25,0:00:00,73,47.84,9.84,0,96,9.94,0,0,,
1/27/25,1:00:00,71,47.84,9.84,0,96,9.94,0,0,,
1/27/25,2:00:00,71,47.66,9.84,0,96,9.94,0,0,,
1/27/25,3:00:00,72,47.66,8.05,0,95,9.94,0,0,,
1/27/25,4:00:00,72,47.66,0.22,0,94,9.94,0,0,,
1/27/25,5:00:00,72,47.66,8.95,0.03,94,6.21,0,0,,
1/27/25,6:00:00,85,47.12,9.84,0.06,94,6.21,0,0,,
1/27/25,7:00:00,88,46.76,9.84,0.07,96,9.94,0,0,,
1/27/25,8:00:00,91,47.48,8.95,0.08,95,9.94,0,0,,
1/27/25,9:00:00,82,48.38,8.95,0.08,95,9.94,0,0,,
1/27/25,10:00:00,86,48.74,0.16,0.05,97,6.21,0,0,,
1/27/25,11:00:00,98,50,3.13,0.02,97,9.94,0,0,,
1/27/25,12:00:00,84,51.26,4.81,0.01,98,6.21,0,0,,
1/27/25,13:00:00,87,52.88,7.85,0.02,96,9.94,0,0,,
1/27/25,14:00:00,85,54.32,6.71,0.01,94,9.94,0,0,,
1/27/25,15:00:00,84,55.4,7.67,0.01,94,6.21,0,0,,
1/27/25,16:00:00,87,55.22,7.56,0.02,95,6.21,0,0,,
1/27/25,17:00:00,83,54.32,6.13,0.03,95,9.94,0,0,,
1/27/25,18:00:00,74,55.04,4.68,0.13,96,9.94,0,0,,
1/27/25,19:00:00,80,53.42,13.42,0.02,98,9.94,0,0,,
1/27/25,20:00:00,77,52.34,13.42,0.04,98,6.21,0,0,,
1/27/25,21:00:00,77,51.98,1.05,0.04,98,9.94,0,0,,
1/27/25,22:00:00,78,52.7,0.38,0.04,97,9.94,0,0,,
1/27/25,23:00:00,78,52.52,10.74,0.02,97,9.94,0,0,,
1/28/25,0:00:00,80,52.34,10.74,0.03,97,6.21,0,0,,
1/28/25,1:00:00,88,51.8,9.84,0.12,96,6.21,0,0,,
1/28/25,2:00:00,91,51.62,10.74,0.1,96,9.94,0,0,,
1/28/25,3:00:00,85,51.44,1.72,0.14,97,9.94,0,0,,
1/28/25,4:00:00,87,51.08,12.53,0.12,97,9.94,0,0,,
1/28/25,5:00:00,92,51.44,2.82,0.04,98,9.94,0,0,,
1/28/25,6:00:00,88,51.26,2.39,0.04,99,9.94,0,0,,
1/28/25,7:00:00,33,52.7,6.04,0,98,6.21,0,0,,
1/28/25,8:00:00,71,53.6,4.59,0,97,9.94,0,0,,
1/28/25,9:00:00,77,53.78,4.61,0,96,9.94,0,0,,
1/28/25,10:00:00,74,54.86,2.71,0,94,9.94,0,0,,
1/28/25,11:00:00,61,56.3,3.78,0,92,9.94,0,0,,
1/28/25,12:00:00,73,57.38,3.33,0,92,9.94,0,0,,
1/28/25,13:00:00,82,58.28,1.21,0,91,9.94,0,0,,
1/28/25,14:00:00,81,58.1,1.14,0.02,94,9.94,0,0,,
1/28/25,15:00:00,73,58.46,0.92,0,93,9.94,0,0,,
1/28/25,16:00:00,90,57.92,0.31,0,95,9.94,0,0,,
1/28/25,17:00:00,82,57.02,0.22,0,94,9.94,0,0,,
1/28/25,18:00:00,83,55.76,9.84,0,94,9.94,0,0,,
1/28/25,19:00:00,82,55.22,0.04,0,94,9.94,0,0,,
1/28/25,20:00:00,79,54.86,8.95,0,93,9.94,0,0,,
1/28/25,21:00:00,86,54.5,0.34,0,92,9.94,0,0,,
1/28/25,22:00:00,82,54.86,8.05,0,89,9.94,0,0,,
1/28/25,23:00:00,78,55.4,8.05,0,88,9.94,0,0,,
1/29/25,0:00:00,80,54.68,0.58,0,88,9.94,0,0,,
1/29/25,1:00:00,64,54.68,1.03,0,88,9.94,0,0,,
1/29/25,2:00:00,61,53.96,1.95,0,88,9.94,0,0,,
1/29/25,3:00:00,71,53.24,8.95,0,87,6.21,0,0,,
1/29/25,4:00:00,65,52.7,8.95,0,88,9.94,0,0,,
1/29/25,5:00:00,69,52.7,8.95,0,88,9.94,0,0,,
1/29/25,6:00:00,68,52.88,0.92,0,87,9.94,0,0,,
1/29/25,7:00:00,68,51.8,2.44,0,89,9.94,0,0,,
1/29/25,8:00:00,21,50.9,8.05,0,89,9.94,0,0,,
1/29/25,9:00:00,85,52.16,2.75,0,90,9.94,0,0,,
1/29/25,10:00:00,10,54.32,1.03,0,90,9.94,0,0,,
1/29/25,11:00:00,48,56.66,1.36,0,86,9.94,0,0,,
1/29/25,12:00:00,29,58.82,1.25,0,85,9.94,0,0,,
1/29/25,13:00:00,62,59.36,4.47,0,83,9.94,0,0,,
1/29/25,14:00:00,68,60.44,0.38,0,83,9.94,0,0,,
1/29/25,15:00:00,69,59.72,0.11,0,84,9.94,0,0,,
1/29/25,16:00:00,77,57.92,0.65,0,88,9.94,0,0,,
1/29/25,17:00:00,78,55.76,7.16,0,90,9.94,0,0,,
1/29/25,18:00:00,66,54.68,2.1,0,90,9.94,0,0,,
1/29/25,19:00:00,76,53.6,1.83,0,92,9.94,0,0,,
1/29/25,20:00:00,39,54.32,2.84,0,90,9.94,0,0,,
1/29/25,21:00:00,91,53.96,1.45,0,90,9.94,0,0,,
1/29/25,22:00:00,94,53.78,1.52,0.01,90,9.94,0,0,,
1/29/25,23:00:00,54,53.6,1.7,0.06,91,6.21,0,0,,
1/30/25,0:00:00,26,54.14,5.03,0,88,9.94,0,0,,
1/30/25,1:00:00,80,53.96,1.54,0,90,9.94,0,0,,
1/30/25,2:00:00,87,53.78,5.37,0,88,9.94,0,0,,
1/30/25,3:00:00,91,53.06,7.16,0,89,9.94,0,0,,
1/30/25,4:00:00,87,53.06,0.34,0,87,9.94,0,0,,
1/30/25,5:00:00,88,53.06,6.26,0,87,9.94,0,0,,
1/30/25,6:00:00,90,52.52,3.58,0,87,9.94,0,0,,
1/30/25,7:00:00,88,52.52,1.79,0,87,9.94,0,0,,
1/30/25,8:00:00,78,52.52,0.94,0,85,9.94,0,0,,
1/30/25,9:00:00,82,53.06,0.74,0.02,85,9.94,0,0,,
1/30/25,10:00:00,82,53.06,0.89,0.05,87,6.21,0,0,,
1/30/25,11:00:00,65,53.96,2.59,0.04,90,9.94,0,0,,
1/30/25,12:00:00,83,54.32,2.68,0,91,9.94,0,0,,
1/30/25,13:00:00,72,55.94,2.68,0,87,9.94,0,0,,
1/30/25,14:00:00,79,55.94,1.66,0,88,9.94,0,0,,
1/30/25,15:00:00,100,56.84,0.25,0,87,9.94,0,0,,
1/30/25,16:00:00,26,57.38,5.37,0,84,9.94,0,0,,
1/30/25,17:00:00,37,56.3,6.26,0,86,9.94,0,0,,
1/30/25,18:00:00,24,55.22,6.26,0,86,9.94,0,0,,
1/30/25,19:00:00,61,53.96,0.11,0,82,9.94,0,0,,
1/30/25,20:00:00,70,53.42,2.15,0,80,9.94,0,0,,
1/30/25,21:00:00,78,54.68,10.74,0,75,9.94,0,0,,
1/30/25,22:00:00,86,55.22,2.21,0.02,72,9.94,0,0,,
1/30/25,23:00:00,86,54.86,4.47,0.03,75,6.21,0,0,,
2/1/25,0:00:00,79,49.64,7.16,0,95,9.94,0,0,,
2/1/25,1:00:00,78,49.46,7.16,0.03,96,9.94,0,0,,
2/1/25,2:00:00,90,49.82,7.16,0.06,94,6.21,0,0,,
2/1/25,3:00:00,92,49.28,5.37,0.03,93,6.21,0,0,,
2/1/25,4:00:00,89,49.46,0.18,0.09,95,6.21,0,0,,
2/1/25,5:00:00,79,49.1,0.02,0.02,97,9.94,0,0,,
2/1/25,6:00:00,72,48.92,0.09,0.02,96,9.94,0,0,,
2/1/25,7:00:00,77,48.74,0.45,0,96,9.94,0,0,,
2/1/25,8:00:00,66,48.56,6.26,0,95,9.94,0,0,,
2/1/25,9:00:00,51,49.46,6.26,0.01,93,9.94,0,0,,
2/1/25,10:00:00,74,51.62,0.78,0,91,9.94,0,0,,
2/1/25,11:00:00,79,52.52,1.97,0,87,9.94,0,0,,
2/1/25,12:00:00,76,53.42,2.3,0,87,9.94,0,0,,
2/1/25,13:00:00,76,54.32,1.5,0,85,9.94,0,0,,
2/1/25,14:00:00,78,55.22,1.95,0,82,9.94,0,0,,
2/1/25,15:00:00,87,55.76,1.23,0,80,9.94,0,0,,
2/1/25,16:00:00,78,55.4,2.26,0,81,9.94,0,0,,
2/1/25,17:00:00,98,53.78,5.37,0,83,9.94,0,0,,
2/1/25,18:00:00,93,51.8,0.34,0,87,9.94,0,0,,
2/1/25,19:00:00,100,50.54,2.62,0,88,9.94,0,0,,
2/1/25,20:00:00,79,50.18,1.28,0,88,9.94,0,0,,
2/1/25,21:00:00,24,47.84,1.74,0,91,9.94,0,0,,
2/1/25,22:00:00,60,47.66,1.77,0,92,9.94,0,0,,
2/1/25,23:00:00,73,47.12,1.59,0,92,9.94,0,0,,
2/2/25,0:00:00,49,46.22,7.16,0,93,9.94,0,0,,
2/2/25,1:00:00,46,44.96,7.16,0,93,9.94,0,0,,
2/2/25,2:00:00,35,44.42,0.76,0,95,9.94,0,0,,
2/2/25,3:00:00,72,44.96,0.94,0,94,9.94,0,0,,
2/2/25,4:00:00,58,44.42,0.85,0,94,9.94,0,0,,
2/2/25,5:00:00,73,45.5,8.05,0.01,90,9.94,0,0,,
2/2/25,6:00:00,64,44.96,7.16,0,92,9.94,0,0,,
2/2/25,7:00:00,37,44.24,0.02,0,91,9.94,0,0,,
2/2/25,8:00:00,3,43.88,8.05,0,92,9.94,0,0,,
2/2/25,9:00:00,78,45.86,8.05,0.01,91,9.94,0,0,,
2/2/25,10:00:00,74,48.02,8.05,0.01,90,9.94,0,0,,
2/2/25,11:00:00,67,49.82,1.52,0,87,9.94,0,0,,
2/2/25,12:00:00,84,51.44,3.27,0,83,9.94,0,0,,
